iter	Logloss
152	0.5885596173
153	0.5880645594
154	0.5875377415
155	0.5871556732
156	0.5867262134
157	0.5864314285
158	0.5858986471
159	0.5855271956
160	0.5851234419
161	0.5846748267
162	0.5842623086
163	0.584091627
164	0.5835883016
165	0.5832171662
166	0.5829170956
167	0.5824804073
168	0.582100372
169	0.5817629393
170	0.5807755341
171	0.5802424365
172	0.5797923305
173	0.5793931398
174	0.5788476183
175	0.5784575083
176	0.5776665813
177	0.5771810107
178	0.5768187754
179	0.5765731439
180	0.5763121068
181	0.5759069526
182	0.5754558527
183	0.5745669802
184	0.5740719223
185	0.5737133012
186	0.573025786
187	0.5724901133
188	0.5722755641
189	0.5720926845
190	0.5717442285
191	0.5714174125
192	0.5710498011
193	0.5708393631
194	0.5706825962
195	0.5703316554
196	0.5701262321
197	0.5697632739
198	0.5690027063
199	0.568484427
200	0.56823866
201	0.5679057451
202	0.5672401411
203	0.5668498504
204	0.566497735
205	0.565936085
206	0.5655007521
207	0.5649349007
208	0.5645317343
209	0.5638799999
210	0.5635706226
211	0.5632864093
212	0.5630109605
213	0.5626046769
214	0.5622038146
215	0.5616437911
216	0.5608576076
217	0.5602999334
218	0.5598332471
219	0.5595537774
220	0.5590208606
221	0.5587191635
222	0.5583722886
223	0.5577603558
224	0.557449081
225	0.5570744219
226	0.5567017053
227	0.5563252842
228	0.5558903127
229	0.5555745202
230	0.5552299042
231	0.5548990223
232	0.5545554906
233	0.5540121376
234	0.5534811182
235	0.5530175492
236	0.5528759621
237	0.5522985
238	0.5516253513
239	0.5512446835
240	0.5505564455
241	0.5503999497
242	0.5499185355
243	0.5496510831
244	0.5491995314
245	0.5489070054
246	0.5482797573
247	0.5479625191
248	0.5475570035
249	0.5472601856
250	0.5467163357
251	0.5463652141
252	0.5459947113
253	0.545492696
254	0.5451263947
255	0.5445266599
256	0.5440500797
257	0.5436918653
258	0.5430729751
259	0.5425607496
260	0.5420740044
261	0.5417970196
262	0.5411933543
263	0.5405884241
264	0.5404006653
265	0.5398107793
266	0.539489972
267	0.5392049003
268	0.5388119441
269	0.538535908
270	0.5380676857
271	0.5377664404
272	0.5370609444
273	0.5367893357
274	0.5365790333
275	0.5364631975
276	0.5361260358
277	0.5357586051
278	0.5354337318
279	0.5352042288
280	0.5350093319
281	0.5343842524
282	0.5342172302
283	0.5338286111
284	0.5336051167
285	0.5332783008
286	0.5329813925
287	0.5327062148
288	0.5323048104
289	0.5319070654
290	0.5316257886
291	0.5314923787
292	0.5312197309
293	0.5309035769
294	0.5307459969
295	0.5304194972
296	0.5300458319
297	0.5297722354
298	0.5295137734
299	0.5291650011
300	0.5288959675
301	0.52871869
302	0.5284782991
303	0.5281898391
304	0.5279589808
305	0.5274899452
306	0.52697397
307	0.526683974
308	0.5263236361
309	0.5259627562
310	0.5256289377
311	0.5252565374
312	0.5249778358
313	0.5245803167
314	0.5243186471
315	0.5239312026
316	0.523635469
317	0.5233223871
318	0.5230470286
319	0.5228381718
320	0.5223431139
321	0.5219042571
322	0.5217292836
323	0.5214997354
324	0.5212880776
325	0.5206803012
326	0.520340203
327	0.5199262843
328	0.5197443987
329	0.5195833851
330	0.5192522321
331	0.5187438016
332	0.5184901285
333	0.5181821517
334	0.5179471821
335	0.5177135679
336	0.5175713483
337	0.5174776497
338	0.5173368306
339	0.5170604782
340	0.5169486632
341	0.516693183
342	0.5162604704
343	0.5159915724
344	0.5156284787
345	0.515451156
346	0.5150992664
347	0.5146972295
348	0.5146368268
349	0.5142194295
350	0.5140502388
351	0.5136132343
352	0.5133049412
353	0.5129956091
354	0.5128246113
355	0.5125285614
356	0.5119876029
357	0.5117877364
358	0.5113931087
359	0.5109774733
360	0.5106951574
361	0.5105069017
362	0.5101935488
363	0.5098458607
364	0.509575788
365	0.509209035
366	0.5089097775
367	0.5084841578
368	0.5079292845
369	0.5074665287
370	0.5068422172
371	0.5065342856
372	0.5063524903
373	0.5061707401
374	0.5059721839
375	0.5057168392
376	0.5052144173
377	0.5046929304
378	0.5043590215
379	0.5039382359
380	0.5035537279
381	0.5033574305
382	0.5030641365
383	0.5028020603
384	0.5025990315
385	0.5022346728
386	0.5019383067
387	0.501682194
388	0.5014876133
389	0.5010745079
390	0.5003972932
391	0.5002785661
392	0.5000248478
393	0.4998843901
394	0.4996488784
395	0.4992689335
396	0.4991682322
397	0.4989762719
398	0.4985282892
399	0.498378796
400	0.4979285544
401	0.49776858
402	0.4974559499
403	0.4972409489
404	0.4970172738
405	0.4967951799
406	0.4964527325
407	0.4961229348
408	0.4959278573
409	0.4957374782
410	0.4954969518
411	0.4953637677
412	0.4950249797
413	0.4947787157
414	0.4946519469
415	0.4944322023
416	0.4941529585
417	0.4938177847
418	0.4934307017
419	0.4933544416
420	0.4931440036
421	0.4928424872
422	0.4927271484
423	0.4924837758
424	0.4922922672
425	0.4920200712
426	0.4917325599
427	0.4914439192
428	0.4911077967
429	0.4908059189
430	0.4906302225
431	0.4903740646
432	0.490287504
433	0.4899529175
434	0.4896261016
435	0.4894584469
436	0.4890562293
437	0.4887929333
438	0.4884314209
439	0.4880144301
440	0.4874531416
441	0.4872033086
442	0.4867878991
443	0.486485434
444	0.4861516155
445	0.4859107728
446	0.4856342849
447	0.4854654105
448	0.4853540021
449	0.4851046209
450	0.4847226881
451	0.484337141
452	0.4842289403
453	0.483946263
454	0.4838016038
455	0.4836284827
456	0.4834917748
457	0.4829545208
458	0.4827249274
459	0.4824188029
460	0.4820437371
461	0.4818211011
462	0.4816845739
463	0.4813627727
464	0.4810513624
465	0.4806045544
466	0.4803956524
467	0.4802626039
468	0.4798679761
469	0.4795520932
470	0.4794048137
471	0.4792042244
472	0.479047819
473	0.4788378328
474	0.4785855602
475	0.478373812
476	0.4781723644
477	0.4779044151
478	0.4775459295
479	0.477322661
480	0.4770299543
481	0.4765943955
482	0.4763299701
483	0.4759088681
484	0.4756610229
485	0.4755638004
486	0.4751595498
487	0.4746900625
488	0.4743090332
489	0.4742058021
490	0.4739548396
491	0.4737088467
492	0.4734373283
493	0.4730261655
494	0.4728336179
495	0.47267405
496	0.4722774796
497	0.472177185
498	0.4719391886
499	0.4713331741
500	0.4710364013
501	0.4708445314
502	0.4705199744
503	0.4703148221
504	0.4702307915
505	0.4700412708
506	0.469922634
507	0.4697098467
508	0.4691819898
509	0.4688966018
510	0.4687430426
511	0.4684633923
512	0.4682743233
513	0.4680464467
514	0.467844728
515	0.467676215
516	0.467243412
517	0.4668189217
518	0.4665663781
519	0.4663953351
520	0.4662148047
521	0.4659419762
522	0.4656108684
523	0.4651349659
524	0.4649820843
525	0.4648468221
526	0.4646021845
527	0.4645071757
528	0.4644010079
529	0.4642641645
530	0.4640079162
531	0.4639332374
532	0.4637283562
533	0.4634782973
534	0.463335129
535	0.4630836696
536	0.4628222259
537	0.4626229016
538	0.4624326129
539	0.4621781717
540	0.4615313165
541	0.4611980853
542	0.4610185489
543	0.4609765336
544	0.4608060327
545	0.4606042688
546	0.4602814737
547	0.460032228
548	0.459701843
549	0.4594433811
550	0.4591930963
551	0.4591142159
552	0.4589580815
553	0.4585930904
554	0.4581817017
555	0.457629268
556	0.4574063158
557	0.4572237976
558	0.4570946796
559	0.4569563904
560	0.4566673431
561	0.4563017195
562	0.4560901972
563	0.4559089892
564	0.4557138665
565	0.4555496453
566	0.4554145186
567	0.4553582271
568	0.454997302
569	0.4545615173
570	0.4544444617
571	0.4541966617
572	0.4540668208
573	0.4538391701
574	0.4534882292
575	0.4531850864
576	0.4529235975
577	0.4527811521
578	0.4527269839
579	0.4526042811
580	0.4524398341
581	0.4520842851
582	0.4517872865
583	0.4515496514
584	0.4513444541
585	0.451116713
586	0.4510123975
587	0.4506379642
588	0.4504041693
589	0.4502122993
590	0.4499201799
591	0.449529573
592	0.4492040672
593	0.44908787
594	0.4488122857
595	0.4486319361
596	0.4481579762
597	0.4480617023
598	0.4476247882
599	0.4474421797
600	0.4471020815
601	0.4465938317
602	0.4463655033
603	0.446189807
604	0.4458864383
605	0.4456146489
606	0.4455035116
607	0.4454666013
608	0.4451702804
609	0.4451315179
610	0.4449364403
611	0.4447505338
612	0.4445793553
613	0.444354099
614	0.4441500762
615	0.4439483123
616	0.4437735647
617	0.4433892827
618	0.442998224
619	0.4427793829
620	0.4425704809
621	0.4423937455
622	0.4423170789
623	0.4419723274
624	0.4417612569
625	0.4414587014
626	0.4412584284
627	0.4411445352
628	0.4408656077
629	0.4406113925
630	0.4404614926
631	0.4402323962
632	0.4399945353
633	0.4395150185
634	0.4391394558
635	0.4387980475
636	0.4385970064
637	0.4385278844
638	0.4384564132
639	0.4382661697
640	0.4379694421
641	0.4378910587
642	0.4377643803
643	0.4375659595
644	0.4374020094
645	0.4370292929
646	0.4369561501
647	0.4367558319
648	0.4364502495
649	0.4362492988
650	0.4361214458
651	0.4358854371
652	0.4357534277
653	0.4356989433
654	0.4354688982
655	0.435174791
656	0.4350225871
657	0.4348858792
658	0.4346751249
659	0.4344727285
660	0.4343627659
661	0.4341830035
662	0.4337670067
663	0.4335938404
664	0.4332432157
665	0.432948205
666	0.4326740211
667	0.4324998157
668	0.4322956574
669	0.4322026364
670	0.4320134771
671	0.4319472916
672	0.4316204305
673	0.4313828859
674	0.4310442785
675	0.4309113656
676	0.4307629114
677	0.4305009708
678	0.4303561309
679	0.4301914128
680	0.429950299
681	0.4297288828
682	0.4293680932
683	0.4293207921
684	0.4291773075
685	0.4290115955
686	0.4288737582
687	0.4286097393
688	0.4285668656
689	0.4282464198
690	0.427877453
691	0.4278133457
692	0.4275621122
693	0.4271943652
694	0.4269285844
695	0.4266228665
696	0.4264011792
697	0.4262941983
698	0.4260650567
699	0.425767516
700	0.4256734107
701	0.4254956362
702	0.4251251785
703	0.4247917215
704	0.4246290364
705	0.4243938861
706	0.4242382035
707	0.423894717
708	0.4237369111
709	0.423579557
710	0.4233649174
711	0.4231448565
712	0.4228648448
713	0.4227672608
714	0.4227116921
715	0.4225273217
716	0.4223316116
717	0.4219579464
718	0.4218395355
719	0.4215290739
720	0.4213755147
721	0.4211404548
722	0.4209528315
723	0.4207737921
724	0.4206974868
725	0.4204511325
726	0.4201510166
727	0.4200261453
728	0.4197518259
729	0.419535063
730	0.419363523
731	0.4189030261
732	0.418560398
733	0.4184455561
734	0.4183755306
735	0.4179715058
736	0.4178005984
737	0.417594633
738	0.4174618103
739	0.4172553028
740	0.4171611523
741	0.4168984436
742	0.4167602449
743	0.416547548
744	0.4163625902
745	0.4160887678
746	0.4159811995
747	0.4157625392
748	0.4155726119
749	0.4153588307
750	0.4151079586
751	0.4148092432
752	0.4144908755
753	0.4143543032
754	0.4143040203
755	0.414050302
756	0.4138496224
757	0.4136162341
758	0.4132395419
759	0.4131334645
760	0.4130128399
761	0.4127359002
762	0.4122696205
763	0.4121745213
764	0.4118440912
765	0.4117532839
766	0.4115003336
767	0.4114820818
768	0.4111558983
769	0.4108780099
770	0.4105400351
771	0.4101306794
772	0.409918886
773	0.4096885246
774	0.4095278273
775	0.409427352
776	0.409294439
777	0.4090049399
778	0.4088442878
779	0.4085910213
780	0.4084377783
781	0.4080215104
782	0.407947961
783	0.4077734845
784	0.407531422
785	0.4074411569
786	0.4073675623
787	0.4072385798
788	0.4066678943
789	0.4064773797
790	0.406253569
791	0.4061080063
792	0.4058025594
793	0.4055847575
794	0.4052704558
795	0.4050180476
796	0.4046638088
797	0.4045653213
798	0.4045155354
799	0.4044284326
800	0.4042853095
801	0.4038853056
802	0.4037467002
803	0.4036423396
804	0.4033701887
805	0.4032442331
806	0.403103143
807	0.4029723534
808	0.4028037048
809	0.4025713556
810	0.4024843432
811	0.4022480635
812	0.4019783523
813	0.4018112849
814	0.4017417111
815	0.4016464764
816	0.4015413929
817	0.4014276805
818	0.4013155493
819	0.4012134928
820	0.4010117289
821	0.4009249876
822	0.4007858852
823	0.4006326874
824	0.400509578
825	0.4004639485
826	0.4002609196
827	0.4001453098
828	0.4001026619
829	0.3999195565
830	0.399711784
831	0.3994438346
832	0.3993335557
833	0.3990290576
834	0.3989153
835	0.3986179852
836	0.3985375687
837	0.3983487709
838	0.3980069108
839	0.3978439997
840	0.3977671072
841	0.3975979617
842	0.3974248405
843	0.3972544751
844	0.3969699456
845	0.3967730609
846	0.3966871328
847	0.3964456577
848	0.396348661
849	0.3961700281
850	0.3959694389
851	0.3956803012
852	0.3955215465
853	0.3954652099
854	0.3953249329
855	0.3950811989
856	0.3949353199
857	0.3948430669
858	0.3946207923
859	0.3943151648
860	0.3941667558
861	0.3941143496
862	0.3939922793
863	0.3938144145
864	0.3936058287
865	0.3935305626
866	0.3932866478
867	0.3931632674
868	0.3930146325
869	0.3926193271
870	0.3924904801
871	0.3924007571
872	0.3919684963
873	0.3917972274
874	0.3915757208
875	0.3914471901
876	0.3913474828
877	0.3911966794
878	0.3910228354
879	0.3908324563
880	0.390726153
881	0.3907012601
882	0.3906081035
883	0.3904443793
884	0.3903287242
885	0.3901264182
886	0.390005884
887	0.3897178305
888	0.3894360117
889	0.3891327785
890	0.3890222737
891	0.3889612837
892	0.3886734562
893	0.3884669035
894	0.3882698833
895	0.3880937804
896	0.3879208399
897	0.3877295572
898	0.3875009578
899	0.387357157
900	0.3872410953
901	0.3870534269
902	0.3867270175
903	0.3864359372
904	0.386195456
905	0.3860579801
906	0.3859102488
907	0.3857846998
908	0.3855308459
909	0.3854600072
910	0.3853589445
911	0.3852996261
912	0.3850976815
913	0.384851282
914	0.3846786126
915	0.3845763302
916	0.3843786323
917	0.3841849552
918	0.3841143876
919	0.384031893
920	0.3839005612
921	0.383717275
922	0.3836123271
923	0.3835833682
924	0.3834543856
925	0.3832992
926	0.3831498875
927	0.3830625589
928	0.3829867958
929	0.3826691961
930	0.3825948335
931	0.3825231816
932	0.3824316515
933	0.3823070964
934	0.382139261
935	0.3820317379
936	0.3818613274
937	0.3817359139
938	0.3815609405
939	0.3811453051
940	0.3808304612
941	0.3806933015
942	0.3803641364
943	0.3801774167
944	0.379853447
945	0.3797966585
946	0.3796163089
947	0.3795491296
948	0.3794365466
949	0.3789776083
950	0.3788363148
951	0.378744604
952	0.3785886955
953	0.3783612255
954	0.3781799723
955	0.378007574
956	0.3778363954
957	0.3775539441
958	0.3773256834
959	0.3772058494
960	0.3770923855
961	0.3768297445
962	0.3765628569
963	0.376475212
964	0.3762898251
965	0.3760250156
966	0.3757635042
967	0.3756169927
968	0.3752862915
969	0.3748149067
970	0.3746983029
971	0.3746250246
972	0.3743994972
973	0.3743067472
974	0.3741819663
975	0.3741525555
976	0.3740978905
977	0.3739511531
978	0.3738321774
979	0.3736516245
980	0.3735446436
981	0.3733392429
982	0.3732098312
983	0.3730064635
984	0.3727811846
985	0.3726108192
986	0.3725051259
987	0.3723964959
988	0.3722593588
989	0.3721435231
990	0.3720262642
991	0.3719410363
992	0.3718210668
993	0.3716771304
994	0.3714908399
995	0.3713640485
996	0.3712548765
997	0.3712035771
998	0.3709976569
999	0.3709611307
